ExchangeId,Effectivedate,Symbol,Open,High,Low,Close,Volume
NSE,02-01-2015,INFY,493,504.75,493,503.3,6778320
NSE,05-01-2015,INFY,502.5,507.5,494.4,499,9937024
NSE,06-01-2015,INFY,495,496.25,483.5,488.55,9667316
NSE,07-01-2015,INFY,491.25,493.7,487.5,490.9,7249916
NSE,08-01-2015,INFY,496.4,499.25,487.5,493.35,13564920
NSE,09-01-2015,INFY,495,527.25,478.25,518.6,44863328
NSE,12-01-2015,INFY,523,529.8,518.75,529,12758888
NSE,13-01-2015,INFY,526.95,526.95,518.75,522.2,8801236
NSE,14-01-2015,INFY,524.6,533.25,523.15,532.15,9921260
NSE,15-01-2015,INFY,533.8,538.2,528.05,533.55,8342452
NSE,16-01-2015,INFY,537,540,528,529.6,6690960
NSE,19-01-2015,INFY,530,533.1,523.65,525.6,4087744
NSE,20-01-2015,INFY,526.75,533.25,525.35,531.05,6804504
NSE,21-01-2015,INFY,532.9,544,529.5,542.5,8494908
NSE,22-01-2015,INFY,543.7,550.75,540.35,549.1,9958396
NSE,23-01-2015,INFY,550,556.25,541.3,553.75,9486328
NSE,27-01-2015,INFY,555.25,555.25,532.5,534.1,13739968
NSE,28-01-2015,INFY,537.5,538.7,532.6,536.15,13134356
NSE,29-01-2015,INFY,536.25,537.5,531.9,536.4,15369424
NSE,30-01-2015,INFY,540.4,540.65,531.75,535.5,10833744
NSE,02-02-2015,INFY,535.4,538,531.5,534.2,8702540
NSE,03-02-2015,INFY,534.2,535,525.5,530.2,5265956
NSE,04-02-2015,INFY,535,537.5,531.6,535.7,5160016
NSE,05-02-2015,INFY,537.7,555,537,548.45,11875936
NSE,06-02-2015,INFY,551.25,561.95,547.1,557.6,7453728
NSE,09-02-2015,INFY,550,563.5,550,562.2,6536868
NSE,10-02-2015,INFY,560.75,574.5,560.25,569.6,8516920
NSE,11-02-2015,INFY,570.1,573.3,564.05,571.2,5796972
NSE,12-02-2015,INFY,570.75,580.5,568.25,577.8,6287536
NSE,13-02-2015,INFY,574.9,581.65,571.5,574,5657516
NSE,16-02-2015,INFY,570.1,576.7,566.3,569.7,6244276
NSE,18-02-2015,INFY,572.65,576.25,564.55,574.1,8613764
NSE,19-02-2015,INFY,573.5,583.5,573,581.15,9673624
NSE,20-02-2015,INFY,582.1,584,569.2,570.8,6971628
NSE,23-02-2015,INFY,575,577.3,562,566.4,5090488
NSE,24-02-2015,INFY,569.75,574,564.4,568.2,6437676
NSE,25-02-2015,INFY,572.2,583.7,570,579.4,6044972
NSE,26-02-2015,INFY,576.9,577.25,561.35,564.5,6445776
NSE,27-02-2015,INFY,568.7,570.15,562.9,566.45,7801076
NSE,28-02-2015,INFY,568.7,577,564.05,574.1,3197336
NSE,02-03-2015,INFY,575.75,577.1,569.5,572.9,7040992
NSE,03-03-2015,INFY,572.5,575.75,569.6,574.45,4905552
NSE,04-03-2015,INFY,575,578.5,563,568.65,4375228
NSE,05-03-2015,INFY,566.75,574.7,558.35,561.9,5684916
NSE,09-03-2015,INFY,564.75,564.75,544.75,547.5,7984720
NSE,10-03-2015,INFY,549.5,551.75,540.05,549.5,6329916
NSE,11-03-2015,INFY,548.5,560,542.3,545.55,6780912
NSE,12-03-2015,INFY,544.75,556.6,544.25,554.6,5688564
NSE,13-03-2015,INFY,556.25,557.5,548.1,555.1,6179684
NSE,16-03-2015,INFY,552.65,570.5,552.65,566.65,6818632
NSE,17-03-2015,INFY,566.65,569.9,554.3,560.1,5539312
NSE,18-03-2015,INFY,563.6,565.7,555.65,557.4,4905564
NSE,19-03-2015,INFY,558.65,562.25,555.7,557.6,6891740
NSE,20-03-2015,INFY,560.25,567.2,558.25,564.35,6430896
NSE,23-03-2015,INFY,563.25,568.75,556.4,558.35,5078700
NSE,24-03-2015,INFY,558.7,563.35,551.5,552.85,6736532
NSE,25-03-2015,INFY,555.7,557.3,550.2,554.8,6170968
NSE,26-03-2015,INFY,552,553.7,533,536.6,15740840
NSE,27-03-2015,INFY,541,556.15,540.75,550.55,10074220
NSE,30-03-2015,INFY,551.4,560,548.7,557,4623088
NSE,31-03-2015,INFY,561.25,568.4,551.1,554.6,8016412
NSE,01-04-2015,INFY,549.7,549.9,539.4,543.5,6738488
NSE,06-04-2015,INFY,544.75,546.15,540.1,544.55,7741752
NSE,07-04-2015,INFY,543.75,545.7,534.5,539.9,8542268
NSE,08-04-2015,INFY,545.6,551.2,543.25,550.15,10185576
NSE,09-04-2015,INFY,552.85,554.7,546.1,553.75,10581548
NSE,10-04-2015,INFY,552.55,559.5,552.55,558.5,7123776
NSE,13-04-2015,INFY,559.5,561,554,559.7,4872336
NSE,15-04-2015,INFY,559.1,561.25,548.75,553.4,6237784
NSE,16-04-2015,INFY,555.5,557.75,540.1,548.65,9007812
NSE,17-04-2015,INFY,545,548.75,538.35,544.8,6450316
NSE,20-04-2015,INFY,544,545,528.8,533.05,12825384
NSE,21-04-2015,INFY,537,538.8,530,535.65,8881648
NSE,22-04-2015,INFY,537.75,538.75,524.5,534.4,12350984
NSE,23-04-2015,INFY,537.15,537.5,528,530.5,11891800
NSE,24-04-2015,INFY,534,537.55,495,498.8,43565452
NSE,27-04-2015,INFY,500,500.5,487,496.15,19822640
NSE,28-04-2015,INFY,495.5,495.5,488,490.2,10393500
NSE,29-04-2015,INFY,490.2,493,484.5,490.3,8289056
NSE,30-04-2015,INFY,490,491.25,483.1,485.55,13134260
NSE,04-05-2015,INFY,489.9,500,487.5,498.3,13361592
NSE,05-05-2015,INFY,500,500.9,488,490.7,9408516
NSE,06-05-2015,INFY,493.75,493.75,478.8,480.5,10508408
NSE,07-05-2015,INFY,480.5,491.8,477.5,486,6779984
NSE,08-05-2015,INFY,489.5,491.9,486.3,489.5,5777676
NSE,11-05-2015,INFY,491.25,500,488.05,498.4,4785512
NSE,12-05-2015,INFY,498.4,498.65,485.5,486.8,8284892
NSE,13-05-2015,INFY,487.95,491.2,482.1,489.2,7099084
NSE,14-05-2015,INFY,490,490.2,477,483.7,6233844
